45839 45669 59963 121773 145166
sit 3 0 2 5 0
shv 0 0 0 10 0
shad 0 0 0 10 0
sensit 0 0 8 2 0
secret 0 0 6 4 0
saunder 0 0 0 9 1
santana 9 0 0 1 0
sandoz 0 0 0 1 9
ryan 0 0 0 0 10
retroact 1 2 0 1 6
renov 0 7 0 3 0
renam 0 0 0 9 1
remitt 0 1 9 0 0
relax 1 1 7 0 1
reichhold 0 0 0 10 0
rare 0 0 4 5 1
rapidli 2 2 2 3 1
psa 0 0 0 10 0
promptli 0 0 1 9 0
pool 0 0 0 6 4
pittston 0 0 0 10 0
phlx 0 0 10 0 0
persist 2 3 3 0 2
permian 8 0 0 0 2
peripher 0 0 0 8 2
peat 0 0 0 9 1
pearson 0 0 0 4 6
pcgg 0 0 0 10 0
paralax 0 0 0 10 0
pa 0 0 0 10 0
outokumpu 0 0 0 0 10
outlet 2 1 0 2 5
onshor 7 0 0 3 0
novamin 0 0 0 10 0
norton 0 0 0 10 0
nonoil 5 0 4 1 0
nonec 0 10 0 0 0
newport 0 0 0 6 4
nawg 0 10 0 0 0
navig 7 0 0 1 2
nato 10 0 0 0 0
morri 0 0 0 3 7
montreal 0 1 0 2 7
modifi 0 2 3 3 2
missouri 0 6 0 3 1
meyer 0 3 1 3 3
metro 2 0 0 3 5
melnikov 0 10 0 0 0
mediterranean 10 0 0 0 0
meal 0 9 1 0 0
mcf 8 0 0 1 1
mcdonald 0 0 0 1 9
massiv 0 0 9 0 1
marwick 0 0 0 9 1
margaret 1 0 5 4 0
malt 0 9 0 0 1
lttfb 0 0 0 10 0
ltsgl 0 0 0 9 1
ltsan 0 0 0 10 0
ltnation 0 0 1 5 4
ltbpl 5 0 0 3 2
ltbko 1 0 0 9 0
liradollar 0 0 10 0 0
lebanes 0 0 9 1 0
lawrenc 0 3 0 4 3
laser 0 0 0 3 7
keen 0 3 5 2 0
junior 0 0 0 8 2
judg 0 1 1 8 0
jefferson 1 0 0 7 2
jacqu 0 1 3 4 2
itel 0 0 0 9 1
irish 0 2 1 5 2
ireland 0 5 0 4 1
intermed 0 0 0 6 4
insist 3 3 2 1 1
inland 5 0 1 0 4
ing 0 0 5 3 2
inch 5 3 0 0 2
imposs 1 1 6 2 0
hire 1 0 0 7 2
heavier 6 3 1 0 0
greatli 1 3 1 1 4
granit 0 0 0 10 0
giorgio 0 0 0 7 3
gardini 0 0 0 10 0
garden 0 0 0 7 3
frozen 3 1 1 2 3
frequent 1 2 2 3 2
flotat 0 0 1 3 6
fhlbb 0 0 0 10 0
fc 0 0 0 10 0
fargo 0 0 0 7 3
fals 1 0 2 4 3
fahd 10 0 0 0 0
entri 0 2 2 5 1
enro 0 0 0 10 0
enlarg 0 0 1 6 3
easili 0 3 4 3 0
easier 1 3 4 2 0
dubai 10 0 0 0 0
dlrpershar 0 0 0 10 0
distort 1 3 3 2 1
disney 0 0 0 10 0
discharg 6 3 0 1 0
diminish 4 2 3 0 1
destroy 5 5 0 0 0
democrat 3 4 2 1 0
deleg 4 6 0 0 0
cypru 2 4 0 1 3
cycl 3 1 0 0 6
ctsbbl 10 0 0 0 0
crossland 0 0 0 10 0
corona 0 0 0 10 0
coop 0 10 0 0 0
consequ 0 3 3 2 2
consecut 0 0 0 0 10
condens 5 0 0 3 2
compromis 2 0 2 6 0
comfort 0 0 3 3 4
combat 5 2 2 1 0
collin 0 5 0 5 0
claus 1 7 1 1 0
citgo 10 0 0 0 0
chubb 0 0 0 8 2
chirac 0 2 4 4 0
cheung 0 0 0 4 6
chargeoff 0 0 0 0 10
cd 0 0 10 0 0
cartel 6 0 1 3 0
caraca 8 0 0 2 0
capabl 4 1 0 2 3
candid 0 0 1 6 3
callebaut 0 0 0 10 0
businessman 0 0 2 8 0
burlington 0 3 0 4 3
brussel 1 6 0 3 0
brian 1 3 0 4 2
breweri 0 0 0 9 1
brent 10 0 0 0 0
bpi 0 0 0 10 0
bow 0 0 2 8 0
bigger 3 1 3 2 1
bfg 0 0 0 0 10
bc 0 0 0 1 9
barwon 0 0 0 10 0
badli 3 5 0 0 2
averi 0 0 0 0 10
austria 0 2 2 3 3
attorney 0 0 0 8 2
attach 4 1 2 2 1
armstrong 0 0 0 10 0
armi 5 4 0 1 0
argument 1 2 4 3 0
arbitr 0 0 0 6 4
applianc 0 0 0 10 0
apea 10 0 0 0 0
amr 0 0 0 3 7
amort 0 0 0 0 10
alpha 0 0 0 9 1
aloha 0 0 0 10 0
absorb 1 0 6 2 1
absenc 0 2 4 1 3
abid 6 0 1 3 0
wildlif 9 0 0 0 0
weigh 1 2 2 4 0
warplan 9 0 0 0 0
walkergooderham 0 0 0 4 5
vw 0 0 0 3 6
volvo 0 0 0 1 8
voluntari 2 2 0 2 3
visibl 1 1 4 2 1
vigor 0 1 1 6 1
unquot 0 0 9 0 0
unissu 0 0 0 8 1
twoday 4 0 5 0 0
turnaround 2 0 1 4 2
transit 1 0 1 4 3
toy 0 0 0 1 8
touch 0 1 5 0 3
tonner 0 9 0 0 0
theta 0 0 0 9 0
textil 1 0 4 2 2
taxpay 5 1 0 1 2
tangibl 0 2 0 5 2
syrup 0 9 0 0 0
swearingen 0 0 0 0 9
stora 0 0 0 9 0
stearn 0 0 1 7 1
spr 9 0 0 0 0
sponsor 1 3 2 2 1
spirit 0 0 4 4 1
sow 0 7 0 2 0
son 0 0 0 7 2
solicit 0 0 0 9 0
sole 0 1 2 6 0
societi 1 0 2 4 2
slight 0 4 3 2 0
slack 6 1 2 0 0
ski 0 0 0 6 3
skeptic 2 1 1 5 0
siddeley 0 0 0 7 2
sichuan 0 9 0 0 0
send 2 2 4 0 1
scope 3 1 4 0 1
scenario 2 4 0 1 2
sawmil 0 0 0 8 1
satellit 0 0 0 5 4
sanford 4 0 0 0 5
sampl 1 6 0 2 0
safetykleen 0 0 0 9 0
routin 4 0 1 2 2
rockwel 0 0 0 4 5
rocki 0 0 0 1 8
rochest 0 0 0 7 2
retriev 0 0 0 9 0
reph 0 0 0 9 0
repeatedli 1 1 5 2 0
regim 6 0 3 0 0
regenc 0 0 0 6 3
reconsid 0 0 0 8 1
rapese 0 9 0 0 0
raider 0 0 0 8 1
quebec 0 1 0 3 5
pull 4 2 0 3 0
pubco 0 0 0 0 9
pro 0 0 0 4 5
premier 1 0 2 4 2
poland 0 9 0 0 0
petit 0 1 0 6 2
pertamina 7 0 0 0 2
parker 0 0 1 3 5
ourselv 0 1 4 2 2
oreilli 0 0 0 2 7
ntt 0 0 0 0 9
novo 0 0 0 2 7
nonpubl 0 0 0 9 0
nomine 0 0 0 9 0
nervou 0 2 4 2 1
navistar 0 0 0 0 9
national 1 1 0 5 2
nasdaq 0 0 0 5 4
mouth 8 1 0 0 0
morocco 0 9 0 0 0
moreov 0 0 7 1 1
moodi 0 0 0 9 0
modulair 0 0 0 8 1
mislead 3 0 0 5 1
minut 0 4 3 1 1
minim 1 1 0 3 4
mim 0 0 0 9 0
milwauke 0 0 0 9 0
midapril 4 2 1 2 0
mexican 6 0 0 1 2
metr 9 0 0 0 0
mediumterm 1 0 7 0 1
meaning 2 0 4 3 0
matthey 0 0 0 9 0
massachusett 0 0 0 5 4
martel 0 9 0 0 0
marshal 0 0 2 1 6
marion 1 0 0 1 7
magma 0 0 0 0 9
lumber 0 0 0 5 4
ltx 6 0 0 2 1
ltvia 0 0 0 8 1
ltv 0 0 0 2 7
lttx 9 0 0 0 0
lthpr 0 0 0 9 0
ltcci 0 0 0 7 2
ltbritish 0 0 0 4 5
ltava 0 0 0 9 0
ltafg 0 0 0 8 1
lsb 0 0 0 7 2
logic 0 0 1 2 6
likelihood 2 1 1 3 2
lifo 0 0 0 0 9
li 0 0 0 2 7
leucadia 0 0 0 8 1
leadership 1 2 4 2 0
languag 1 0 3 0 5
lag 2 1 4 1 1
labatt 0 0 0 0 9
krupp 0 0 0 3 6
knowledg 0 5 2 2 0
kleinwort 0 0 2 3 4
kentucki 0 1 0 4 4
kaneb 0 0 0 0 9
jose 4 0 2 3 0
jerom 4 1 0 2 2
jaguar 0 0 0 1 8
interpret 0 2 2 4 1
interconnect 0 0 0 9 0
innovex 0 0 0 9 0
impress 0 0 7 0 2
ideal 1 1 5 1 1
humana 0 0 0 5 4
hovi 0 0 0 8 1
hormuz 9 0 0 0 0
hj 0 0 0 1 8
hisham 9 0 0 0 0
henderson 0 2 0 3 4
helicopt 1 0 0 8 0
hecla 0 0 0 9 0
hawley 0 0 0 2 7
halfpoint 0 0 9 0 0
guinn 0 0 0 0 9
guid 2 1 5 0 1
growmark 0 9 0 0 0
greatest 2 2 2 1 2
gluck 0 0 0 4 5
glesk 0 0 9 0 0
genova 0 0 0 8 1
gallon 3 1 0 2 3
fsb 0 0 0 6 3
fruit 1 0 2 2 4
frankfurt 0 0 6 1 2
framework 2 1 5 0 1
fouryear 0 0 5 2 2
fitzwat 9 0 0 0 0
fifth 4 0 0 2 3
fairfax 0 0 0 1 8
extract 6 0 1 2 0
exploit 5 0 0 1 3
expert 1 1 3 4 0
eurodollar 1 0 8 0 0
espinosa 9 0 0 0 0
envisag 0 2 6 1 0
edison 0 0 0 6 3
easi 2 1 3 1 2
eager 0 1 1 6 1
drink 0 2 0 6 1
dresdner 0 0 1 2 6
dr 0 0 0 6 3
dozen 6 0 0 2 1
dominion 0 0 0 6 3
dna 0 0 0 8 1
dn 0 9 0 0 0
dlrsshare 0 0 0 9 0
dlrashar 0 0 0 8 1
dkan 0 9 0 0 0
divers 1 5 0 1 2
danish 0 0 4 3 2
cwt 0 7 0 2 0
crew 4 2 0 3 0
craft 0 0 0 4 5
coven 0 0 0 1 8
context 2 4 2 1 0
constitut 0 1 1 7 0
conabl 9 0 0 0 0
composit 0 0 1 7 1
complement 0 0 2 6 1
coat 0 0 1 1 7
cloud 1 2 1 3 2
claremont 0 0 0 9 0
circl 0 0 2 5 2
choos 1 2 2 2 2
ceas 2 0 3 2 2
cb 0 0 0 8 1
capitol 0 2 0 0 7
capitalis 0 0 0 7 2
cambridg 2 0 0 3 4
burn 0 2 1 5 1
bruce 2 0 0 5 2
brownforman 0 0 0 0 9
bound 3 2 3 1 0
boschwitz 0 9 0 0 0
border 2 3 1 0 3
boat 3 2 0 1 3
blood 0 0 1 8 0
blockbust 0 0 0 8 1
bind 0 1 1 7 0
bigelow 0 0 0 0 9
bhd 0 0 0 4 5
besid 2 1 1 4 1
berlin 0 2 1 1 5
benson 0 0 2 3 4
benequ 0 0 0 9 0
bearer 0 0 0 2 7
bargain 1 0 2 5 1
automobil 0 0 1 4 4
attain 2 2 0 1 4
assembl 1 0 1 7 0
art 0 0 0 5 4
arden 0 0 0 7 2
apprais 2 0 0 6 1
antonio 1 0 0 6 2
antiship 9 0 0 0 0
annesley 0 0 0 9 0
alza 0 0 0 9 0
albert 1 3 1 2 2
aero 0 0 0 5 4
advic 0 2 2 5 0
adhes 0 0 0 9 0
adam 3 0 0 3 3
zurich 0 0 0 4 4
zim 0 0 0 0 8
young 0 1 0 6 1
yorkbas 0 0 0 6 2
yearold 3 1 2 2 0
yasuhiro 0 0 7 1 0
wor 0 0 0 8 0
wichita 0 0 0 7 1
whenev 1 1 4 1 1
weyerhaeus 0 0 0 0 8
westlb 0 0 0 0 8
welsh 0 0 0 8 0
viermetz 0 0 8 0 0
version 1 2 1 0 4
valhi 0 0 0 0 8
va 0 0 0 8 0
v 0 7 0 1 0
upturn 2 0 3 0 3
unsatisfactori 0 1 2 0 5
unrel 1 0 0 6 1
unisi 0 0 0 7 1
unidentifi 1 0 0 6 1
unexpect 1 1 3 0 3
undertaken 1 1 0 4 2
typic 1 1 0 6 0
tunisia 2 6 0 0 0
trip 0 5 3 0 0
trico 2 0 0 6 0
tough 3 2 0 2 1
thrift 0 0 0 6 2
threeday 0 0 8 0 0
thai 0 3 0 5 0
telesi 0 0 0 7 1
tech 0 0 0 5 3
taylor 0 0 0 0 8
tackl 5 1 2 0 0
supplement 2 2 0 3 1
superdrug 0 0 0 8 0
super 2 0 0 1 5
sunflowerse 0 8 0 0 0
sulphur 7 0 0 0 1
sudden 0 1 4 1 2
struggl 2 0 2 2 2
strict 1 4 3 0 0
srw 0 8 0 0 0
squeez 2 1 3 0 2
southeastern 0 1 0 6 1
sir 0 0 0 4 4
shower 0 8 0 0 0
shattner 0 0 0 0 8
semolina 0 8 0 0 0
school 0 0 0 4 4
scandal 0 0 2 6 0
sail 7 1 0 0 0
saga 8 0 0 0 0
rush 1 0 7 0 0
rupiah 1 1 6 0 0
rupe 0 7 0 0 1
robin 0 0 2 2 4
rminn 0 8 0 0 0
rich 2 1 0 4 1
retreat 2 1 4 1 0
retract 0 0 0 6 2
rescind 0 0 0 8 0
republicbank 0 0 0 0 8
reloc 0 1 0 6 1
reinstat 0 0 0 1 7
reimburs 0 2 0 5 1
regularli 0 0 2 5 1
realist 3 0 3 1 1
realis 2 1 2 2 1
ranco 0 0 0 8 0
radic 0 0 3 2 3
qualif 0 0 0 0 8
pure 3 1 1 2 1
puerto 2 0 0 2 4
proper 0 3 2 2 1
prev 0 8 0 0 0
precipit 1 5 0 1 1
popul 2 5 0 0 1
pope 0 0 0 5 3
png 8 0 0 0 0
placer 0 0 1 7 0
pipe 1 0 0 0 7
phone 0 1 0 2 5
petrol 5 0 0 1 2
perri 2 0 2 3 1
permiss 0 1 0 7 0
pcr 0 0 0 8 0
papua 7 0 0 1 0
overhaul 4 2 1 1 0
ought 0 1 4 2 1
ottawa 0 4 0 4 0
otsuki 0 0 8 0 0
orbanco 0 0 0 8 0
onemonth 0 0 8 0 0
olivetti 0 0 0 8 0
oii 0 0 0 8 0
oct 0 1 0 2 5
nzi 0 0 0 8 0
nzfp 0 0 0 8 0
nwa 0 0 0 0 8
nobel 0 0 0 8 0
nigerian 4 0 3 1 0
neoax 0 0 0 7 1
nelson 0 0 0 6 2
nederland 0 0 2 4 2
nc 0 1 0 4 3
naval 8 0 0 0 0
montgomeri 0 0 0 6 2
modern 2 0 1 1 4
mhi 0 0 0 8 0
memphi 0 2 0 4 2
meat 1 5 0 1 1
mco 0 0 0 3 5
mcintyr 0 0 0 8 0
mci 0 0 0 0 8
mayo 0 0 0 0 8
mathemat 0 0 0 8 0
marco 1 0 0 7 0
manner 0 1 3 4 0
manipul 3 1 1 3 0
ltwmx 0 0 0 7 1
ltunit 0 0 0 5 3
ltthe 0 0 0 7 1
ltspc 0 0 0 8 0
ltslb 1 0 0 7 0
ltsiegf 0 0 0 7 1
ltnsc 0 0 0 7 1
ltnippon 1 0 0 5 2
ltnew 0 0 0 3 5
ltmob 7 0 0 1 0
lthbj 0 0 0 7 1
ltfbc 0 0 0 8 0
ltefh 0 0 0 8 0
ltbp 1 0 0 7 0
ltbank 0 0 0 2 6
ltbac 0 0 0 5 3
lombard 0 0 7 1 0
lind 0 0 0 0 8
lesser 1 0 3 3 1
lerner 0 0 0 8 0
lennar 0 0 0 4 4
layoff 2 0 0 2 4
label 0 1 0 7 0
lab 0 0 0 2 6
ksz 0 0 0 8 0
korean 3 0 5 0 0
kaufman 0 0 2 3 3
juan 3 0 0 2 3
jeep 0 0 0 8 0
jc 1 0 0 2 5
itj 0 0 0 8 0
irwin 0 0 0 8 0
irv 0 0 3 5 0
iomega 0 0 0 0 8
intercar 0 0 0 8 0
instanc 1 0 5 1 1
instabl 0 0 7 0 1
innov 0 0 2 4 2
inkey 0 0 0 8 0
infus 0 0 1 6 1
imput 0 0 1 0 7
ident 1 0 1 5 1
houstonbas 3 0 0 3 2
host 0 2 2 0 4
highyield 0 3 2 0 3
hfc 0 8 0 0 0
henkel 0 0 0 8 0
hawker 0 0 0 7 1
harold 1 1 0 5 1
harder 1 1 4 2 0
happi 0 0 6 2 0
hang 0 0 1 3 4
han 1 0 2 2 3
halcyon 0 0 0 8 0
gsm 0 8 0 0 0
groot 0 0 0 0 8
greyhound 0 0 0 8 0
giordano 0 0 8 0 0
geneva 3 2 0 1 2
gdp 0 1 7 0 0
gap 4 1 3 0 0
furthermor 1 4 2 0 1
front 3 1 4 0 0
friction 0 0 3 5 0
fragranc 0 0 0 6 2
forb 0 0 0 7 1
flower 0 0 0 0 8
fli 1 1 1 3 2
flexivan 0 0 0 3 5
fish 2 5 0 1 0
fertilis 2 5 0 0 1
fermenta 0 0 0 8 0
feasibl 3 0 0 4 1
extinguish 0 0 0 1 7
exovir 0 0 0 8 0
excis 4 4 0 0 0
ethanol 0 5 0 1 2
et 2 0 0 5 1
esselt 0 0 0 6 2
enjoy 2 0 4 1 1
emphas 2 0 0 3 3
earmark 1 5 0 2 0
drew 1 0 6 0 1
drawn 3 2 2 1 0
downgrad 0 1 0 6 1
dissolut 0 7 0 0 1
dilig 0 0 0 8 0
diaz 0 0 0 8 0
departur 0 0 7 1 0
denwa 0 0 0 8 0
denshin 0 0 0 8 0
denomin 0 1 6 0 1
dealership 0 0 0 8 0
dainippon 0 0 0 8 0
crowley 0 4 0 3 1
criticis 1 3 3 1 0
creation 0 0 1 6 1
cp 0 0 0 1 7
conjunct 2 0 2 2 2
condom 0 0 0 8 0
concret 2 0 1 2 3
complic 0 0 3 5 0
complain 2 3 3 0 0
commenc 0 0 0 6 2
command 5 0 1 2 0
comb 0 0 0 8 0
colombian 7 1 0 0 0
cola 0 0 0 8 0
coca 0 0 0 8 0
cnt 0 0 0 6 2
clinic 0 0 0 3 5
clarifi 0 2 3 3 0
chart 3 0 4 1 0
celanes 0 0 0 3 5
captiv 2 0 0 6 0
cannon 0 0 0 5 3
camera 0 0 0 6 2
bv 0 0 0 7 1
bulletin 3 2 3 0 0
brennan 0 0 0 0 8
boom 4 0 3 1 0
bojangl 0 0 0 7 1
bnl 0 0 0 5 3
barn 0 0 0 0 8
bale 0 8 0 0 0
aziz 0 8 0 0 0
avalon 0 0 0 7 1
arvin 0 0 0 0 8
arturo 8 0 0 0 0
artifici 1 2 0 3 2
arkansa 0 2 0 2 4
andor 0 5 0 2 1
americu 0 0 0 4 4
ambrit 0 0 0 6 2
align 1 0 7 0 0
alfr 0 1 1 5 1
ahm 6 0 2 0 0
afford 3 2 2 0 1
adob 0 0 0 5 3
adjourn 0 0 0 8 0
zinc 0 1 0 4 2
zenith 0 0 0 0 7
zayr 0 0 0 0 7
yugoslavia 4 3 0 0 0
yuan 0 4 3 0 0
yendollar 0 0 6 0 1
yeartod 6 0 0 0 1
wrote 1 0 1 1 4
wormald 0 0 0 7 0
woodsid 0 0 0 0 7
withheld 1 1 0 4 1
whatev 2 1 2 2 0
wave 3 0 2 0 2
waterway 3 4 0 0 0
walt 0 0 0 7 0
wale 0 3 0 3 1
wake 0 0 0 2 5
visual 0 0 0 5 2
visnew 7 0 0 0 0
visa 0 0 0 6 1
villag 2 5 0 0 0
vienna 4 0 1 1 1
victori 4 0 1 1 1
victor 0 0 0 6 1
vernel 0 0 0 7 0
verifi 4 1 2 0 0
unrest 5 0 1 0 1
underlin 1 1 5 0 0
unclear 0 2 2 3 0
turner 0 0 0 1 6
tremend 2 0 2 1 2
train 0 1 1 3 2
tradeweight 0 0 7 0 0
toyota 0 0 0 7 0
toshiba 0 0 0 7 0
topic 0 3 2 2 0
todd 0 0 0 0 7
titl 0 0 1 6 0
timechart 0 7 0 0 0
thwart 1 1 1 4 0
throughput 7 0 0 0 0
thin 1 3 2 0 1
theyll 2 3 0 2 0
therebi 0 3 0 3 1
tenn 0 0 0 4 3
telemedia 0 0 0 7 0
tel 0 0 0 4 3
task 4 2 1 0 0
swift 2 0 3 0 2
sullivan 0 0 1 5 1
suitabl 1 2 1 3 0
sugarman 0 0 0 7 0
suffield 0 0 0 6 1
sue 0 0 0 7 0
subsidis 1 6 0 0 0
subscript 0 0 4 1 2
strictli 5 2 0 0 0
stream 3 0 3 1 0
strata 0 0 0 7 0
stoppag 7 0 0 0 0
stiff 4 0 0 0 3
steer 1 0 5 1 0
steam 1 1 1 0 4
staterun 4 0 0 2 1
stateoil 7 0 0 0 0
startup 0 0 0 1 6
squar 0 0 1 3 3
spotlight 1 2 3 1 0
spokesmen 1 0 0 6 0
spethmann 0 0 0 0 7
soymeal 0 7 0 0 0
soriano 0 0 0 7 0
soo 0 0 0 6 1
solv 0 1 4 2 0
soil 0 7 0 0 0
sogen 0 0 0 7 0
smoki 0 0 0 7 0
smithklin 0 0 0 0 7
smelter 0 0 0 1 6
sixmonth 1 0 4 0 2
sink 2 0 0 4 1
simpl 2 2 1 2 0
simmon 1 0 0 5 1
sim 0 6 0 0 1
sheldahl 0 0 0 4 3
shall 0 1 0 6 0
sevenyear 1 0 3 3 0
selfsuffici 2 4 0 1 0
seal 0 0 0 6 1
scotia 3 0 0 3 1
schmidt 0 0 2 3 2
sayam 0 0 0 7 0
sama 0 0 5 0 2
salt 0 0 0 6 1
rowntre 0 0 0 0 7
rosario 1 3 0 3 0
ronald 1 0 0 5 1
riski 1 0 4 1 1
rico 2 0 0 2 3
ri 0 0 0 7 0
rexham 0 0 0 7 0
reviv 0 0 3 2 2
repaid 4 0 1 0 2
remedi 0 0 1 4 2
regardless 0 3 3 0 1
regal 0 0 0 6 1
regain 4 0 1 0 2
refil 0 0 0 7 0
reassess 3 1 1 1 1
rainier 0 0 0 7 0
pse 0 6 0 0 1
ps 0 0 2 4 1
protein 0 2 0 4 1
prorat 1 0 0 6 0
promissori 0 0 0 4 3
prematur 0 4 1 0 2
posttax 1 0 0 1 5
plenti 3 1 1 2 0
platform 6 0 0 1 0
planter 0 1 0 5 1
photo 0 0 0 3 4
phoenix 0 0 0 7 0
persian 7 0 0 0 0
perceiv 0 1 5 1 0
pentagon 3 0 0 4 0
penni 0 1 0 5 1
payrol 1 0 5 1 0
pariti 0 0 6 0 1
pariba 3 0 0 2 2
paradyn 0 0 0 0 7
paradis 0 0 0 2 5
pampa 0 7 0 0 0
pakistan 0 7 0 0 0
owensillinoi 0 0 0 7 0
owenscorn 0 0 0 7 0
ovr 0 7 0 0 0
overshoot 1 0 6 0 0
overli 1 0 2 3 1
otto 0 0 7 0 0
oneforon 0 0 0 6 1
odeon 0 0 0 3 4
observ 3 2 2 0 0
nutrit 0 0 0 6 1
nugget 0 0 0 6 1
nugent 7 0 0 0 0
norri 0 0 0 6 1
nonvot 0 0 0 4 3
nonfarm 1 0 6 0 0
nissan 0 0 0 2 5
neglig 0 0 0 5 2
nec 0 0 0 4 3
nearterm 0 2 1 0 4
nbh 0 0 0 7 0
nacco 0 0 0 0 7
municip 0 0 0 3 4
mors 0 0 0 6 1
mobex 0 0 0 7 0
mn 0 0 0 2 5
minorco 0 0 0 0 7
minn 0 0 0 7 0
midyear 1 1 2 1 2
midrang 0 0 0 0 7
midfebruari 0 3 2 2 0
meridian 0 0 0 6 1
melam 0 0 7 0 0
meinhardt 0 0 0 0 7
medar 0 0 0 2 5
mckesson 0 0 0 7 0
maxim 1 0 0 6 0
master 0 0 0 2 5
mason 0 0 0 7 0
malaysian 1 2 0 2 2
luca 0 0 0 0 7
ltsb 0 0 0 5 2
ltroyal 0 0 0 1 6
ltrd 6 0 0 0 1
ltrainbow 0 0 0 6 1
ltoxi 4 0 0 3 0
ltmca 0 0 0 6 1
ltitt 0 0 0 2 5
lthan 0 0 0 7 0
ltge 0 0 0 5 2
ltfranklin 0 0 0 0 7
ltfirst 0 0 0 6 1
ltf 0 0 0 2 5
ltdia 3 0 0 3 1
ltdbkgf 0 0 1 3 3
ltcpc 0 0 0 4 3
ltconsolid 0 0 0 5 2
ltcie 0 0 0 5 2
ltcax 0 0 0 7 0
ltald 0 0 0 5 2
loral 0 0 0 7 0
londonbas 0 0 1 5 1
lilco 0 0 0 0 7
libyan 5 2 0 0 0
librari 0 0 0 6 1
lf 1 0 0 5 1
leonard 0 0 1 4 2
lawyer 0 0 0 7 0
lawn 0 0 0 3 4
larri 0 1 1 4 1
lane 1 0 0 6 0
kresg 0 0 0 7 0
klopfenstein 0 7 0 0 0
kerridg 4 0 0 3 0
kdd 0 0 0 7 0
kaunda 0 0 7 0 0
kask 0 0 0 0 7
judgement 3 0 3 1 0
jucker 0 0 0 0 7
jet 0 0 0 2 5
javier 7 0 0 0 0
jauppi 0 0 0 7 0
jamaica 2 5 0 0 0
jackson 0 0 0 7 0
ixl 0 0 0 5 2
issuer 0 0 5 1 1
isol 1 2 4 0 0
intensifi 2 2 2 0 1
insuffici 2 4 0 1 0
insignific 0 2 4 0 1
inher 1 0 4 2 0
inertia 0 0 3 0 4
inde 0 0 4 3 0
incid 4 0 2 1 0
impli 3 0 3 0 1
ignor 0 2 4 1 0
ici 0 0 0 1 6
hover 0 0 7 0 0
hoogoven 0 0 0 3 4
het 0 7 0 0 0
healthvest 0 0 0 5 2
healthmat 0 0 0 0 7
hazleton 0 0 0 7 0
hardship 4 1 1 1 0
hampshir 0 0 0 5 2
hamburg 0 0 1 4 2
hale 0 0 0 2 5
haft 0 0 0 7 0
habbel 0 0 0 0 7
guinea 6 0 0 1 0
guillaum 0 7 0 0 0
guardianmorton 0 0 0 7 0
gte 0 0 0 4 3
greet 1 0 1 3 2
grass 0 4 0 3 0
grand 0 0 0 3 4
gpu 0 0 0 0 7
govett 0 0 2 2 3
goodwood 0 0 0 7 0
globe 0 0 0 7 0
gerber 0 0 0 7 0
geolog 5 0 0 2 0
geograph 1 1 0 3 2
galveston 0 0 0 7 0
galact 0 0 0 0 7
fw 0 0 0 1 6
frustrat 0 1 6 0 0
fruehauf 0 0 0 2 5
fructos 0 7 0 0 0
freedman 3 0 0 4 0
fred 2 0 2 2 1
francisco 0 0 0 6 1
founder 0 0 0 6 1
fought 0 1 1 4 1
foremost 1 0 1 4 1
footwear 0 0 0 7 0
foodservic 0 0 0 6 1
fleme 0 0 0 4 3
firmli 3 1 2 1 0
fibr 0 0 0 4 3
fewer 1 0 2 1 3
feket 0 0 7 0 0
farah 0 0 0 0 7
familiar 0 1 0 2 4
faith 0 1 0 6 0
facilit 0 0 0 5 2
fa 0 3 0 4 0
expertis 1 0 0 6 0
exactli 1 0 3 2 1
everyon 2 1 2 2 0
ethiopia 0 6 1 0 0
escrow 0 0 0 4 3
escal 5 1 0 0 1
eros 0 1 2 0 4
enzon 0 0 0 7 0
element 0 1 3 1 2
eighth 2 0 4 1 0
edit 0 1 0 5 1
dubili 0 0 0 7 0
dreyfu 0 7 0 0 0
drawdown 4 3 0 0 0
dormanc 0 7 0 0 0
donat 0 5 0 2 0
disk 0 0 0 5 2
disciplin 5 0 1 1 0
dim 0 2 0 5 0
diesel 1 4 0 2 0
dibona 7 0 0 0 0
dhabi 5 0 2 0 0
desper 1 1 5 0 0
denver 0 2 0 4 1
dental 0 0 0 7 0
denni 1 0 0 6 0
deliver 3 0 3 0 1
dampen 0 1 4 1 1
dallasbas 3 0 0 3 1
cummin 0 0 0 1 6
criteria 2 3 0 2 0
crimin 0 0 0 1 6
crime 0 0 0 5 2
counterparti 0 0 7 0 0
cope 0 0 4 0 3
contrari 1 0 1 5 0
contend 1 1 0 5 0
constraint 1 4 1 0 1
constant 3 0 3 1 0
consortia 0 0 0 7 0
congressmen 5 1 0 1 0
congressman 1 6 0 0 0
compos 0 1 1 4 1
comit 0 7 0 0 0
colo 0 0 0 6 1
cohen 0 0 4 2 1
coconut 0 0 0 7 0
clevebaco 0 0 0 7 0
cityquest 0 0 0 7 0
citroen 0 0 0 0 7
citibank 0 0 4 2 1
cineplex 0 0 0 5 2
chemclear 0 0 0 5 2
cheat 3 0 4 0 0
cell 0 0 0 5 2
ceasar 0 0 0 7 0
cattl 2 4 0 1 0
carlton 0 0 0 5 2
canbra 0 0 0 0 7
caiss 0 0 2 0 5
burdett 0 0 0 7 0
buoyant 0 1 2 1 3
buffton 0 0 0 3 4
bsi 0 0 0 4 3
brierley 0 0 0 7 0
boot 0 2 0 5 0
boon 3 0 0 3 1
