359 428 535 1617 2848
signup 0 36 0 0 0
silent 0 0 0 3 0
silfer 0 0 1 0 0
silicon 0 0 0 2 1
siliconeco 0 0 0 1 0
silk 0 0 0 1 0
silkworm 6 0 0 0 0
silli 0 0 0 1 0
silo 0 2 0 0 0
silver 2 1 2 16 8
silverstein 0 0 0 1 0
silverton 0 0 0 4 0
sim 0 6 0 0 1
simex 0 0 3 0 0
similar 12 11 13 9 18
similarli 1 1 1 2 0
similiar 0 0 2 0 0
simmon 1 0 0 5 1
simmond 0 0 2 0 0
simon 6 0 0 2 7
simpl 2 2 1 2 0
simplest 0 1 0 0 0
simpli 2 3 10 5 1
simplic 0 0 1 0 0
simplifi 1 0 0 0 1
simul 0 0 0 1 2
simultan 0 1 1 1 1
sinc 51 63 105 86 63
sincer 0 1 0 0 0
sindt 0 6 0 0 0
singapor 4 0 7 14 14
singaporejapan 0 1 0 0 0
singer 2 0 0 2 0
singhasaneh 0 0 0 1 0
singl 3 8 10 10 7
singleleg 1 0 0 0 0
singleplan 0 0 0 1 0
singlepoint 1 0 0 0 0
sink 2 0 0 4 1
sino 0 0 0 1 0
sinter 0 0 0 2 0
sioux 0 0 0 1 0
siphon 0 1 0 1 0
sir 0 0 0 4 4
siracusa 1 0 0 0 0
siregar 1 0 1 0 0
sirrin 0 0 0 0 4
sisak 1 0 0 0 0
sismik 5 0 0 0 0
sister 0 0 0 4 0
sit 3 0 2 5 0
site 8 0 0 6 4
sitter 0 2 0 0 0
situat 18 29 24 18 7
situatin 0 0 0 1 0
situt 0 0 0 1 0
siuda 0 0 0 1 0
six 32 24 114 93 411
sixcent 0 0 0 0 1
sixday 0 0 1 0 0
sixforf 0 0 0 0 2
sixmemb 1 0 0 1 0
sixmonth 1 0 4 0 2
sixnat 0 0 4 0 0
sixteentoon 0 0 0 0 1
sixteenweek 0 0 0 0 1
sixten 0 0 1 0 0
sixth 4 1 0 3 2
sixti 0 1 0 0 0
sixyear 0 1 0 1 0
size 3 5 7 15 6
sizeabl 0 0 6 1 3
sizethi 1 0 0 0 0
sizzler 0 0 0 0 1
sk 0 0 0 1 1
skandia 0 0 0 3 0
skanska 0 0 0 5 0
skate 0 0 0 2 0
skaw 0 1 0 0 0
skawcap 0 1 0 0 0
skeena 0 0 0 0 1
skeoch 0 0 4 0 0
skeptic 2 1 1 5 0
skew 0 2 0 0 0
skf 0 0 0 1 0
skfr 0 0 0 1 0
ski 0 0 0 6 3
skid 0 0 1 0 0
skidder 0 0 0 1 0
skill 0 0 1 1 1
skin 0 0 0 0 2
skipper 0 0 0 0 1
skirt 0 0 1 0 0
skorea 0 0 1 0 0
sky 0 1 0 0 0
skylark 0 0 0 0 1
skylight 0 0 0 3 0
skylin 0 0 0 0 1
sl 0 0 0 2 1
slack 6 1 2 0 0
slacken 1 0 0 0 0
sladoj 0 3 0 0 0
slain 0 0 0 1 0
slap 0 1 1 0 0
slash 1 3 1 0 1
slate 0 0 0 5 1
sleep 1 0 0 0 0
sleev 0 0 0 0 1
slew 0 0 0 0 1
slice 0 0 1 1 0
slicer 0 0 0 1 0
slid 0 0 3 0 1
slide 5 2 18 1 2
slifer 0 0 2 0 0
slifka 0 0 0 1 0
slight 0 4 3 2 0
slightli 18 11 17 6 31
slim 0 0 5 1 0
slip 7 1 15 3 5
sloan 0 0 13 2 0
slope 5 0 0 0 0
slot 0 0 0 1 0
slough 0 0 0 0 2
slow 8 18 25 4 9
slowdown 1 0 4 0 1
slower 2 1 4 0 4
slowest 1 0 0 0 1
slowli 0 3 1 2 4
sludg 0 0 0 0 1
sluggish 0 2 8 0 2
slumber 0 0 1 0 0
slump 7 1 4 2 7
small 19 14 31 30 24
smaller 12 4 8 10 3
smallest 0 0 0 1 1
smallscal 0 1 2 0 0
smallsiz 0 0 0 0 1
smartnam 0 0 0 2 0
smc 0 0 0 26 0
sme 0 0 0 1 0
smelt 0 0 0 0 4
smelter 0 0 0 1 6
smith 7 1 9 10 15
smithklin 0 0 0 0 7
smithson 0 0 0 6 0
smithsonian 0 0 1 0 0
smoerbukk 1 0 0 0 0
smoke 2 0 0 1 0
smoki 0 0 0 7 0
smolinski 3 0 0 0 0
smooth 0 1 4 0 0
smorada 0 0 0 2 0
smuggl 0 0 1 1 0
snack 0 0 0 0 2
snag 0 0 0 1 0
snap 1 0 2 0 0
snare 1 0 0 0 0
snc 0 0 0 0 4
snet 0 0 0 0 4
snettisham 0 0 0 1 0
sni 0 0 0 1 0
snith 1 0 0 0 0
snow 0 18 3 0 1
snowcov 0 3 0 0 0
snowfal 0 1 0 0 0
snowi 0 1 0 0 0
snowstorm 0 1 0 1 1
snp 0 0 0 1 0
snyder 0 1 0 16 1
so 32 37 73 40 33
soar 4 2 9 6 4
soareskemp 0 0 1 0 0
soba 0 0 1 0 0
socal 3 5 7 5 2
social 1 5 1 6 4
socialist 1 0 0 0 0
sociedad 0 0 0 0 1
societ 1 0 1 6 9
societa 0 0 0 2 0
societi 1 0 2 4 2
sock 0 0 0 1 0
soctt 0 0 0 0 1
sod 0 1 0 0 0
soda 0 0 0 1 0
sodbust 0 2 0 0 0
soekor 1 0 0 0 0
sofa 0 0 0 1 0
soft 1 41 3 5 4
soften 0 0 3 0 1
softer 0 0 1 0 1
softwar 0 0 0 23 19
sogen 0 0 0 7 0
sohio 1 0 0 0 0
soil 0 7 0 0 0
soir 0 0 0 1 0
solar 0 0 0 4 1
sold 13 46 29 187 51
soldier 0 1 0 0 0
sole 0 1 2 6 0
soleley 0 0 0 1 0
soley 0 0 1 2 0
solicit 0 0 0 9 0
solid 0 1 1 3 5
solidli 0 1 0 0 0
solidst 0 0 0 0 1
solita 0 0 1 0 0
solmec 0 0 0 3 0
solomec 0 0 0 1 0
solomon 0 0 6 4 0
solter 0 0 0 2 0
solut 2 1 9 2 3
solv 0 1 4 2 0
solvent 0 0 0 3 0
solvex 5 0 0 0 0
some 102 109 167 149 86
somebodi 0 3 0 0 0
someday 0 0 0 0 1
somehow 0 0 0 0 1
someon 0 1 0 10 2
somerset 0 0 0 0 1
someth 1 3 9 7 3
sometim 1 3 3 3 1
somewh 0 0 0 0 1
somewhat 2 1 6 2 5
somewher 0 2 1 0 0
somewhereand 0 0 1 0 0
somfa 0 1 0 0 0
sommer 0 0 0 1 0
somth 0 0 0 1 0
son 0 0 0 7 2
sonar 0 0 0 0 1
sonesta 0 0 0 0 1
soni 0 0 0 0 4
sonoco 0 0 0 1 0
soo 0 0 0 6 1
soochow 0 0 1 0 0
soon 14 13 28 31 11
sooner 0 0 1 1 0
soontob 0 0 0 0 1
soontobeprivatis 0 0 0 1 0
sophist 0 0 2 1 0
sore 1 0 1 0 0
sorg 0 1 0 1 0
sorghum 0 54 0 0 0
sorghumx 0 1 0 0 0
soria 0 0 1 0 0
soriano 0 0 0 7 0
soro 0 0 0 14 0
sorri 0 1 0 0 0
sort 1 0 2 6 1
sorti 1 0 0 0 0
sosnoff 0 0 0 78 2
sought 3 4 6 19 4
sound 2 2 3 7 2
soundli 1 0 0 2 1
soup 0 0 1 0 1
sour 16 0 0 0 0
sourc 69 119 107 87 10
sourthern 0 0 0 1 0
south 48 44 28 55 26
southam 0 0 0 5 0
southeast 10 9 1 7 3
southeastern 0 1 0 6 1
southern 16 24 0 81 27
southernnet 0 0 0 0 1
southfield 0 0 0 1 1
southland 5 0 0 0 0
southlif 0 0 0 0 1
southmark 0 0 0 18 0
southsouthwest 1 0 0 0 0
southtrust 0 0 0 2 0
southwest 5 3 0 25 10
southwestern 0 2 0 2 12
sovereign 1 0 0 8 3
sovereignti 1 0 4 0 0
soviet 18 257 2 5 0
sow 0 7 0 2 0
sown 0 18 0 0 0
soy 0 1 0 0 0
soya 0 2 0 1 0
soyb 0 1 0 0 0
soybean 3 142 0 0 0
soybeancorn 0 1 0 0 0
soybeanpl 0 1 0 0 0
soybeanproduc 0 2 0 0 0
soymeal 0 7 0 0 0
spa 5 0 0 17 3
space 1 2 1 2 4
spadin 2 0 0 0 0
spain 4 21 15 8 1
spalvin 0 0 0 2 0
span 0 0 1 2 0
spanish 1 22 4 5 3
spar 0 0 0 0 3
sparanlagen 0 0 0 0 2
spare 2 2 0 2 0
spark 4 13 1 2 1
sparkl 0 0 1 0 0
spartacu 0 0 0 0 1
spartech 0 0 0 0 6
spartechltsptn 0 0 0 0 1
spawn 0 0 1 1 0
speak 9 7 14 4 6
speaker 4 0 0 1 0
spear 0 0 0 3 0
spearhead 0 0 2 0 0
special 5 19 21 92 45
specialis 1 1 0 8 1
specialist 1 6 1 9 1
speciallycr 0 0 0 2 0
specialti 0 0 0 25 18
specif 8 8 23 15 30
specifi 0 2 6 15 2
spectran 0 0 0 0 1
spectrum 0 0 0 1 2
specualt 0 0 0 1 0
specul 5 21 41 78 4
sped 0 0 0 3 0
speech 11 3 11 6 6
speed 1 1 5 4 2
speedi 0 0 2 0 0
speedoprint 0 0 0 0 2
spell 2 6 1 0 1
spenc 0 0 0 1 0
spencer 0 0 0 2 0
spend 34 10 18 9 35
spendthrift 0 0 0 2 0
spent 7 1 3 10 5
spermicid 0 0 0 4 0
sperri 0 0 0 3 0
spethmann 0 0 0 0 7
spi 0 0 0 0 1
spike 0 0 1 0 0
spill 4 0 0 0 0
spillman 0 0 0 1 0
spin 0 0 0 13 1
spindl 0 0 0 0 1
spinnoff 0 0 0 1 0
spinoff 0 0 0 13 9
spiral 0 1 0 0 0
spirit 0 0 4 4 1
spite 1 0 0 0 0
spitz 0 0 0 0 2
spk 0 2 0 0 0
split 1 4 1 11 421
splitdebentur 0 0 0 0 1
splurg 0 0 1 0 0
spoke 4 0 4 1 1
spokemsan 0 0 0 1 0
spoken 1 1 1 0 0
spokesman 70 42 49 206 50
spokesmen 1 0 0 6 0
spokesperson 0 1 0 2 1
spokeswoman 8 3 3 23 4
sponsor 1 3 2 2 1
sponsorship 1 0 0 0 0
sporad 0 1 0 0 0
sport 0 0 0 9 9
sportscen 0 0 0 3 0
sportswear 0 0 0 3 1
spot 36 5 9 0 0
spotlight 1 2 3 1 0
spotnext 1 0 2 0 0
spotti 0 1 0 0 0
spr 9 0 0 0 0
spray 0 1 0 1 0
spread 3 6 8 6 1
sprigg 1 0 0 0 0
spring 10 34 1 4 2
springdark 0 1 0 0 0
springdn 0 1 0 0 0
springer 0 0 0 0 1
springfield 0 0 0 2 0
sprinkel 0 0 10 0 0
sprinkler 0 0 0 0 1
sprint 0 0 0 0 17
sprjj 0 0 0 0 1
sptnd 0 0 0 0 1
spun 0 0 0 3 1
spunoff 0 0 0 1 2
spur 13 0 5 2 0
spurn 0 1 0 0 0
spurt 0 1 0 0 0
sq 2 0 0 1 0
sql 0 0 0 0 1
squabbl 0 0 0 0 1
squar 0 0 1 3 3
squash 0 0 0 1 0
squeez 2 1 3 0 2
sr 0 0 0 0 1
sri 0 19 0 0 0
srl 0 0 0 1 0
srw 0 8 0 0 0
sss 0 0 0 1 0
st 2 11 1 29 285
staalfabrieken 0 0 0 0 1
stabal 0 0 1 0 0
stabil 24 12 138 3 10
stabilis 7 5 49 0 0
stabl 11 1 34 1 7
stablis 1 0 0 0 0
staf 0 0 0 1 4
staff 5 8 8 22 20
staffer 0 2 0 0 0
stafford 0 0 0 0 3
stage 5 12 8 8 12
stagger 1 0 0 2 1
stagnat 0 1 1 0 2
stahl 0 0 0 0 3
stainless 0 0 0 1 1
stake 8 0 0 631 52
stalem 0 1 0 0 0
staley 0 3 0 1 2
stall 0 1 0 0 0
stamford 0 0 0 2 0
stamp 1 0 1 0 0
stanadyn 0 0 0 2 0
stanc 0 0 10 1 0
stand 5 9 19 12 4
standard 15 5 14 55 23
standardis 0 0 0 0 1
standardltsrd 0 0 0 1 0
standex 0 0 0 3 0
standoff 1 0 0 0 0
standpoint 0 1 0 0 0
standstil 0 2 0 7 1
stane 0 0 0 1 1
stangeland 0 4 0 0 0
stanhom 0 0 0 0 1
stanley 2 0 2 11 10
stanlin 0 0 0 0 2
stant 0 0 0 3 0
stanwel 0 0 0 1 0
stanwood 0 0 0 0 1
staodynam 0 0 0 0 1
stapl 1 2 0 0 3
staqrt 1 0 0 0 0
star 0 0 0 22 2
starch 0 3 0 7 0
starcraft 0 0 0 1 0
stark 2 1 0 0 0
starltlc 0 0 0 1 0
starrett 0 0 0 0 1
start 26 27 48 56 57
startel 0 0 0 0 2
startup 0 0 0 1 6
startupo 0 0 0 0 1
stash 0 0 0 0 1
stat 3 0 0 0 0
state 135 137 88 130 73
statebas 0 1 0 0 0
statebyst 0 2 0 0 0
statechart 0 0 0 2 0
statecontrol 0 0 0 0 1
statefix 0 1 0 0 0
stateheld 0 0 0 1 0
statement 64 22 50 191 109
statementit 0 0 0 1 0
stateoil 7 0 0 0 0
stateown 9 2 0 20 8
staterun 4 0 0 2 1
station 8 0 0 49 10
statist 5 5 5 1 1
statment 0 0 0 1 0
statoil 10 0 0 0 0
statu 11 3 6 9 5
statut 0 0 0 4 0
statutori 0 1 0 1 1
staubli 0 0 0 0 2
stauffer 0 0 0 3 1
staunch 0 0 3 0 0
stavang 0 0 0 1 0
stave 0 0 2 0 0
stay 7 4 11 8 6
stc 0 0 0 0 1
stcok 0 0 0 0 1
ste 1 0 0 0 3
steadi 5 9 23 1 3
steadili 5 4 4 0 2
steak 0 0 0 1 3
steal 0 0 0 0 1
steam 1 1 1 0 4
steamship 0 0 0 2 2
stearn 0 0 1 7 1
stebbin 1 0 0 0 0
steego 0 0 0 0 1
steel 9 0 4 37 47
steelmak 0 0 0 0 2
steeltub 0 0 0 0 1
steep 4 0 8 0 2
steer 1 0 5 1 0
steet 0 0 1 0 0
steinfeld 0 0 0 1 0
steinhardt 0 0 0 5 0
steinkuehl 0 0 1 0 0
stem 3 2 10 5 4
stenholm 0 4 0 0 0
step 10 11 33 34 5
stepanian 0 0 0 0 1
stepbystep 0 0 1 0 0
stephan 0 0 0 0 1
stephen 1 0 2 3 0
stepp 0 0 0 1 0
stereo 0 0 0 0 1
steril 0 0 0 0 1
sterivet 0 0 0 0 4
sterl 2 1 111 7 13
sterlingdenomin 0 0 1 0 0
sterlingdollar 0 0 0 0 1
sterlingmark 0 0 1 0 0
sterlingshort 0 0 1 0 0
sterlingtarget 0 0 2 0 0
stern 1 0 0 2 1
stet 0 0 0 1 0
steve 0 0 1 0 0
stevedor 0 1 0 0 1
steven 0 1 0 2 7
stevenson 0 0 0 3 0
stewart 1 0 0 2 0
stewartwarn 0 0 0 0 3
steyr 0 0 0 0 1
stg 16 21 462 77 202
stgdlr 0 0 2 0 0
stick 10 6 1 2 2
stiff 4 0 0 0 3
stiffen 0 0 0 1 0
stiffer 0 0 1 0 0
stifl 0 0 2 0 0
still 35 50 72 68 39
stillsluggish 0 0 2 0 0
stimul 7 3 38 0 1
stimulu 1 0 4 0 0
stipul 0 1 4 3 2
stir 0 1 0 0 0
stock 131 58 57 803 673
stockbrok 4 0 3 5 6
stockbuild 1 0 0 0 0
stockdraw 4 0 0 0 0
stocker 0 0 0 1 0
stockhold 1 0 0 39 32
stockholm 0 0 0 1 0
stockpil 2 2 0 0 0
stocksam 0 0 0 0 1
stocksamerican 0 0 0 1 0
stocksanacomp 0 0 0 0 1
stockschrysl 0 0 0 1 0
stocksich 0 0 0 0 1
stockslor 0 0 0 1 0
stocksmarion 0 0 0 0 1
stockspolaroid 0 0 0 1 0
stockspurol 0 0 0 1 0
stockssupermarket 0 0 0 1 0
stockstenneco 0 0 0 1 0
stockton 0 2 0 0 0
stodgel 0 0 0 0 1
stoke 0 0 0 0 1
stolt 0 1 0 0 0
stoltenberg 1 0 22 1 0
stomach 0 0 1 0 0
stone 0 0 2 9 3
stonewal 0 0 0 1 0
stood 1 3 16 1 13
stop 12 10 19 11 5
stopov 1 0 0 0 0
stoppag 7 0 0 0 0
stora 0 0 0 9 0
storag 14 23 0 9 2
store 0 17 0 92 127
storeag 0 0 0 1 0
storey 0 0 0 1 0
stori 4 2 3 1 3
storm 0 0 0 1 1
stormi 0 1 0 0 0
stow 0 2 0 3 0
stragey 0 0 0 0 1
straight 1 1 0 1 2
strain 3 5 9 2 1
strait 21 0 0 3 3
strand 1 0 0 0 0
stranglehold 0 0 0 1 0
strasbourg 0 0 0 1 0
strata 0 0 0 7 0
strateg 21 1 0 18 11
strategi 6 0 6 26 13
strategist 0 0 1 0 1
strathcona 1 0 0 0 0
strauss 0 0 0 0 1
straw 0 0 0 2 0
strawbridg 0 0 0 0 3
stream 3 0 3 1 0
streamlin 1 0 0 0 2
street 1 0 1 53 18
strenger 0 0 0 0 6
strength 2 0 13 7 12
strengthen 5 5 26 13 10
stress 3 9 13 4 5
stretch 3 0 0 2 5
strevig 1 0 0 0 0
stricken 0 0 0 0 1
stricli 0 0 0 0 1
strict 1 4 3 0 0
stricter 2 0 2 0 0
strictli 5 2 0 0 0
stride 1 0 0 0 0
strife 0 1 0 0 0
strike 35 15 5 4 8
strikebound 3 0 0 0 0
striker 4 0 0 0 0
stringent 0 1 2 0 1
stringfellow 0 0 0 0 1
strip 0 1 0 1 2
stripper 6 0 0 0 0
stritch 0 0 0 0 2
strive 0 0 2 0 0
strng 0 0 0 0 1
strober 0 0 0 0 1
strohmaier 0 0 0 1 0
strong 22 15 34 22 86
stronger 4 1 15 4 9
strongerthanoptim 0 0 0 0 1
strongest 0 0 1 1 2
stronghold 0 0 0 1 0
strongli 6 5 7 3 8
struck 6 0 3 3 0
structur 5 8 11 21 14
struggl 2 0 2 2 2
strung 0 0 1 0 0
struther 0 0 0 0 3
stryker 0 0 0 2 0
stuart 0 0 0 1 2
stubbornli 0 0 2 0 0
stuck 2 0 0 1 0
studebak 0 0 0 1 0
student 0 0 0 0 1
studi 56 41 10 50 8
studio 0 0 0 4 0
stuff 0 0 0 1 0
stumbl 0 0 0 2 0
stun 0 0 2 0 0
sturm 0 0 0 2 0
stuttgart 0 0 0 0 5
style 1 0 1 2 1
stymi 0 0 1 0 0
styren 0 0 0 0 1
su 0 0 2 3 0
subcabinetlevel 0 1 0 0 0
subcommitt 0 0 0 1 0
subcommitte 6 22 10 15 0
subcontract 0 0 0 1 1
subdivis 0 0 0 1 0
subdu 0 0 3 0 0
subhi 1 0 0 0 0
subisidiari 0 0 0 1 0
subject 4 7 11 186 43
submachinegun 1 0 0 0 0
submers 0 0 0 6 0
submiss 1 3 0 1 0
submit 4 9 2 20 7
subordi 0 0 0 0 1
subordin 0 0 0 34 17
subotica 0 1 0 0 0
subpoena 0 0 0 5 0
subproduct 0 5 0 0 0
subroto 22 0 0 0 0
subsaharan 0 3 0 0 0
subscrib 0 0 0 12 7
subscript 0 0 4 1 2
subsea 1 0 0 0 0
subsequ 3 5 4 9 5
subsid 1 34 1 1 0
subsidi 4 84 9 1 1
subsidiari 24 2 2 311 119
subsidiesusda 0 1 0 0 0
subsidis 1 6 0 0 0
subsist 3 1 0 0 0
subsoil 0 1 0 0 0
substainti 0 0 0 1 0
substanc 0 1 0 1 0
substanti 5 14 27 51 57
substantit 0 0 0 0 1
substitut 1 4 4 2 3
subsystem 0 0 0 2 0
subtract 0 0 0 0 2
suburb 0 2 0 0 0
suburban 0 0 0 14 3
subvers 1 0 0 0 0
suc 0 0 0 1 0
succe 1 0 0 5 0
succeed 6 0 7 10 5
succes 0 0 0 0 1
success 11 7 31 20 23
successor 0 0 1 1 2
successsaid 0 0 1 0 0
such 53 37 98 76 40
suchard 0 0 0 2 4
sucr 0 0 0 0 2
sudan 0 6 13 0 0
sudanes 0 0 1 0 0
sudden 0 1 4 1 2
suddenli 0 0 4 0 0
sue 0 0 0 7 0
suez 1 0 0 0 0
suezmediterranean 2 0 0 0 0
suffer 8 10 6 4 15
suffici 2 2 5 10 8
suffield 0 0 0 6 1
suffolk 0 0 0 2 0
sugar 10 59 0 35 3
sugarbeet 0 1 0 0 0
sugarcan 0 5 0 0 0
sugarcontain 0 3 0 0 0
sugarman 0 0 0 7 0
suggest 8 10 36 22 4
suharto 10 0 0 0 0
suicid 0 0 0 1 0
suiss 0 0 0 2 1
suit 0 0 4 51 21
suitabl 1 2 1 3 0
suitor 0 0 0 19 0
sulbath 0 0 0 0 2
suleiman 2 0 0 0 0
suliman 1 0 0 0 0
sullivan 0 0 1 5 1
sulpetro 0 0 0 0 3
sulphur 7 0 0 0 1
sultan 1 0 0 0 0
sum 0 1 1 18 3
sumari 0 1 0 0 0
sume 1 0 0 0 0
sumita 0 0 78 0 0
sumitomo 0 0 1 10 3
summari 0 12 0 0 0
summer 8 18 0 8 5
summit 0 0 8 4 1
summitvil 0 0 0 0 3
summon 1 0 0 0 0
sumner 0 0 0 5 0
sun 10 0 0 21 16
suna 0 0 3 0 0
sunbeam 0 0 0 2 0
sunbelt 0 0 0 1 1
sundanc 0 0 0 1 0
sunday 6 1 3 6 0
sundor 0 0 0 2 0
sunflow 0 18 0 2 0
sunflowerse 0 8 0 0 0
sunk 2 0 0 0 1
sunlaw 0 0 0 2 0
sunlight 0 1 0 0 0
sunmeal 0 2 0 0 0
sunni 0 0 1 2 0
sunnier 0 0 1 0 0
sunnyval 0 0 0 1 1
sunoil 0 1 0 0 0
sunpat 0 0 0 0 1
sunris 0 0 0 1 0
sunshin 0 2 0 0 4
sunstar 0 0 0 0 1
sunstat 0 0 0 0 1
sunter 0 0 0 13 0
sunyong 1 0 0 0 0
super 2 0 0 1 5
superamerica 0 0 0 0 1
superannu 0 0 0 1 0
supercomput 0 0 0 15 0
superdrug 0 0 0 8 0
superfund 1 0 0 0 1
supergi 1 0 0 0 0
superintend 0 0 0 1 0
superior 1 0 0 10 1
supermac 0 0 0 4 0
supermarket 0 0 0 63 8
superpow 3 0 0 0 0
supersed 0 0 0 1 0
superstar 0 0 0 0 1
superstor 0 0 0 1 0
supertank 13 0 0 0 0
supervis 0 0 1 1 1
supervisori 0 0 1 5 4
supli 1 0 0 0 0
suport 1 0 0 0 0
supplement 2 2 0 3 1
supplementari 0 0 0 0 2
suppli 93 62 65 35 14
supplier 12 7 0 15 4
supplydemand 0 3 0 0 1
support 42 60 76 47 14
suppos 1 0 0 0 1
supposit 0 0 1 0 0
supradur 0 0 0 0 1
suprem 4 0 0 11 3
supris 0 0 0 0 1
sur 3 0 0 0 0
surcharg 2 0 1 0 0
sure 6 4 2 4 5
surf 0 0 0 0 1
surfac 1 2 0 7 0
surg 1 3 17 0 4
surgeon 0 0 0 1 0
surgeri 1 0 0 0 0
surmis 0 0 1 0 0
surpass 0 3 0 0 2
surplu 10 20 67 3 24
surplus 0 9 13 0 0
surpris 2 1 12 14 3
surprisingli 0 0 1 0 0
surrend 0 0 0 0 1
surround 1 1 4 8 2
surveil 0 0 0 2 0
survey 19 10 19 0 7
surviv 1 5 0 6 0
susan 0 2 0 0 0
sushi 0 0 1 0 0
suspect 1 0 1 3 0
suspend 24 3 19 6 20
suspens 8 1 5 0 13
suspensionspart 0 0 0 0 1
suspicion 0 0 0 2 1
sustain 5 1 7 2 8
suthe 0 0 0 1 0
sutliff 0 0 0 0 2
svc 0 0 0 0 1
svenska 0 0 0 0 1
svizzera 0 0 0 0 2
swain 0 0 0 1 0
swap 0 0 48 5 2
swarup 1 0 0 0 0
swasey 0 0 0 1 0
sway 0 0 1 0 0
swearingen 0 0 0 0 9
sweden 6 0 0 24 2
swedish 7 0 1 30 7
sweeney 3 0 0 0 0
sweep 1 1 1 0 0
sweet 19 1 0 0 1
sweetbaum 0 0 0 1 0
sweeten 0 16 0 12 0
swell 1 0 0 0 0
swept 0 0 0 0 1
swift 2 0 3 0 2
swiftli 0 0 1 0 1
swim 0 0 1 1 0
swing 5 1 6 0 1
swire 0 0 0 0 24
swirl 1 0 0 0 0
swiss 0 0 25 15 31
swissair 0 0 0 0 6
swissbas 0 0 0 1 0
switch 5 24 3 8 3
switchboard 0 0 0 1 0
switzerland 2 2 5 9 2
swollen 0 0 1 0 1
sword 0 0 0 5 0
sww 0 2 0 0 0
syacmor 0 0 0 1 0
sycamor 0 0 0 3 0
sydney 1 1 3 1 5
syeduzzaman 0 3 0 0 0
sylvan 0 0 0 0 1
sym 0 0 0 0 1
symbion 0 0 0 20 0
symbol 1 1 0 3 5
sympath 0 0 1 0 0
sympathet 2 1 0 0 0
symposium 0 0 4 0 0
synalloy 0 0 0 2 0
syncyti 0 0 0 1 0
syndic 1 0 1 14 2
syndicat 0 1 0 0 0
synergi 0 0 0 5 0
synfuel 3 0 0 0 0
synonym 0 0 1 0 0
syntech 0 0 0 0 1
synthet 6 0 0 0 0
synthetech 0 0 0 2 0
syria 0 4 0 0 0
syrian 0 1 0 0 0
syrup 0 9 0 0 0
system 23 32 182 224 137
systemat 0 0 0 0 2
systemhous 0 0 0 0 1
systemwid 0 0 0 0 1
systemx 0 0 0 0 1
sytem 0 0 1 0 0
szynkarski 0 0 0 3 0
t 3 0 1 21 4
ta 0 0 0 0 1
tab 1 0 0 2 1
tabak 0 0 0 4 0
tabgalleria 0 0 0 1 0
tabl 1 2 1 9 1
tableland 1 0 0 0 0
tablet 0 0 0 0 1
tacit 0 0 0 1 0
tackl 5 1 2 0 0
taco 0 0 0 3 0
tacoma 0 0 0 1 0
tactic 0 3 1 6 0
tadahiko 0 0 1 0 0
tadashi 0 0 2 0 0
taft 0 0 0 134 2
taftlttfb 0 0 0 2 0
taftnarragansett 0 0 0 1 0
tag 0 0 0 3 1
tagamet 0 0 0 0 3
tagari 0 0 0 2 0
taggart 0 0 0 1 0
taikoo 0 0 0 0 5
tailor 1 0 0 0 0
taipei 0 0 2 0 0
taiwain 0 0 1 0 0
taiwan 0 39 77 2 1
taiwanes 0 0 1 0 0
tajon 0 0 0 0 1
takahashi 0 0 2 0 0
take 45 45 120 198 79
takeeov 0 0 0 1 0
takefman 0 0 0 0 5
takemoto 0 0 0 4 0
taken 12 21 26 38 23
takeoff 0 0 0 1 0
takeov 4 0 0 267 26
takeovertoday 0 0 0 1 0
taker 0 0 2 1 0
takeuchi 0 0 0 0 2
takeup 0 0 19 0 0
takev 0 0 0 1 0
takov 0 0 0 1 0
talbot 0 0 0 0 3
talc 0 0 0 0 2
tale 1 0 1 0 0
talk 25 44 60 178 19
talksset 0 0 0 1 0
tallow 0 3 0 0 0
tam 0 0 4 0 0
tame 0 0 2 0 0
tampa 0 0 0 5 0
tamura 0 0 2 2 0
tanaka 0 0 4 0 0
tananbaum 0 0 0 1 0
tandem 0 0 0 1 9
tandi 0 0 0 2 3
tangibl 0 2 0 5 2
tangl 0 0 0 1 0
tani 0 0 0 1 0
tanjug 4 0 0 0 0
tank 3 1 0 2 0
tanker 51 0 0 0 1
tannurah 1 0 0 0 0
tantamount 0 1 0 0 0
tanurah 1 0 0 0 0
tanzania 0 5 0 0 0
tap 3 0 2 1 0
tape 0 0 0 3 2
taper 1 0 1 0 2
tapi 1 0 0 0 0
tapioca 0 1 0 0 0
tappmey 1 0 0 0 0
taqi 5 0 0 0 0
tar 1 0 0 0 0
taranto 0 1 0 0 0
target 21 41 112 28 29
tariff 12 10 9 0 0
taro 0 0 0 0 1
tarrif 1 0 1 0 0
tartou 0 2 0 0 0
task 4 2 1 0 0
tasman 0 0 0 1 0
tasmania 0 0 0 1 0
tass 0 1 0 0 0
tast 0 0 1 0 0
tate 0 0 0 3 0
taught 0 1 0 0 0
taunton 0 0 0 0 3
tauru 0 0 0 2 0
tax 127 18 54 24 449
taxabl 0 0 0 0 6
taxat 10 0 0 0 0
taxfre 0 0 0 3 19
taxi 0 0 1 0 0
taxloss 0 0 0 1 0
taxpay 5 1 0 1 2
taxshelt 0 0 0 1 0
taxwrit 3 0 0 0 0
tayer 0 0 1 0 0
taylor 0 0 0 0 8
tb 0 0 0 1 0
tbc 0 0 0 1 0
tbg 0 0 0 0 3
tbond 0 1 3 0 0
tc 0 1 0 0 4
